subject,module,code,name,link
CLAS,Classical Studies (CLAS),CLAS210,History of Ancient Law,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SJga92NXth?bc=true&bcCurrent=CLAS210%20-%20History%20of%20Ancient%20Law&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS220,Philosophy of Friendship,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HyldHaE7F3?bc=true&bcCurrent=CLAS220%20-%20Philosophy%20of%20Friendship&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS221,Introduction to Archaeology,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HJfY2E7K2?bc=true&bcCurrent=CLAS221%20-%20Introduction%20to%20Archaeology&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS225,Classics in Political Thought,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rkgbhnEQt2?bc=true&bcCurrent=CLAS225%20-%20Classics%20in%20Political%20Thought&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS230,Greek and Latin Scientific Terminology,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HylY-YNmt3?bc=true&bcCurrent=CLAS230%20-%20Greek%20and%20Latin%20Scientific%20Terminology&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS231,Studies in Ancient Greek Literature,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/r1zkPYEXt2?bc=true&bcCurrent=CLAS231%20-%20Studies%20in%20Ancient%20Greek%20Literature&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS232,Studies in Ancient Roman Literature,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BylyPtEmK3?bc=true&bcCurrent=CLAS232%20-%20Studies%20in%20Ancient%20Roman%20Literature&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS237,The Ancient Near East and Egypt,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BkR5hNmY2?bc=true&bcCurrent=CLAS237%20-%20The%20Ancient%20Near%20East%20and%20Egypt&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS241,Survey of Greek Art and Architecture,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BJY52E7Fh?bc=true&bcCurrent=CLAS241%20-%20Survey%20of%20Greek%20Art%20and%20Architecture&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS242,Survey of Roman Art and Architecture,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/r1Yc2NQtn?bc=true&bcCurrent=CLAS242%20-%20Survey%20of%20Roman%20Art%20and%20Architecture&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS251,Greek History,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/By2Yh4QY2?bc=true&bcCurrent=CLAS251%20-%20Greek%20History&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS252,Roman History,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rJnY3NQF3?bc=true&bcCurrent=CLAS252%20-%20Roman%20History&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS260,Ancient Science,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/Hye7wp47F3?bc=true&bcCurrent=CLAS260%20-%20Ancient%20Science&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS261,Great Works: Ancient and Medieval,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/r1sjhNXYn?bc=true&bcCurrent=CLAS261%20-%20Great%20Works%3A%20Ancient%20and%20Medieval&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS311,Sex and Gender in the Ancient World,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HyZ6a_NXKh?bc=true&bcCurrent=CLAS311%20-%20Sex%20and%20Gender%20in%20the%20Ancient%20World&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS321,Archaeology of Complex Cultures,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/B1MFnVmtn?bc=true&bcCurrent=CLAS321%20-%20Archaeology%20of%20Complex%20Cultures&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS325,Greek and Roman Religion,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HJnK2EXY3?bc=true&bcCurrent=CLAS325%20-%20Greek%20and%20Roman%20Religion&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS326,"The Body, Dress, and Religion",https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SkgnEpN7K2?bc=true&bcCurrent=CLAS326%20-%20The%20Body%2C%20Dress%2C%20and%20Religion&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS327,Astrology and Magic,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1bJvtVQYh?bc=true&bcCurrent=CLAS327%20-%20Astrology%20and%20Magic&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS331,Advanced Studies in Ancient Literature,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/r1q_KEXKn?bc=true&bcCurrent=CLAS331%20-%20Advanced%20Studies%20in%20Ancient%20Literature&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS341,Advanced Studies in Greek Art and Architecture,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1pgT4XY2?bc=true&bcCurrent=CLAS341%20-%20Advanced%20Studies%20in%20Greek%20Art%20and%20Architecture&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS342,Advanced Studies in Roman Art and Architecture,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/r1pxaVXY3?bc=true&bcCurrent=CLAS342%20-%20Advanced%20Studies%20in%20Roman%20Art%20and%20Architecture&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS351,Advanced Studies in Greek History,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SJl9uKEmK2?bc=true&bcCurrent=CLAS351%20-%20Advanced%20Studies%20in%20Greek%20History&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS352,Advanced Studies in Roman History,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/r1-cOKEmYh?bc=true&bcCurrent=CLAS352%20-%20Advanced%20Studies%20in%20Roman%20History&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS361,History of Ancient Philosophy,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/r1bAs3N7Y3?bc=true&bcCurrent=CLAS361%20-%20History%20of%20Ancient%20Philosophy&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS384,Science and Technology of Ancient Greece and Rome,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BJGT6OEXFn?bc=true&bcCurrent=CLAS384%20-%20Science%20and%20Technology%20of%20Ancient%20Greece%20and%20Rome&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS390,Classical Studies Abroad,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BkTTu4XF2?bc=true&bcCurrent=CLAS390%20-%20Classical%20Studies%20Abroad&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS461,Studies in Ancient Philosophy,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HJbUC247Fn?bc=true&bcCurrent=CLAS461%20-%20Studies%20in%20Ancient%20Philosophy&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS486,Senior Seminar,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/B17YbKVmYh?bc=true&bcCurrent=CLAS486%20-%20Senior%20Seminar&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS490A,Senior Honours Thesis,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HygTpOEmFn?bc=true&bcCurrent=CLAS490A%20-%20Senior%20Honours%20Thesis&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS490B,Senior Honours Thesis,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/S16aOEQt3?bc=true&bcCurrent=CLAS490B%20-%20Senior%20Honours%20Thesis&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
CLAS,Classical Studies (CLAS),CLAS492,Directed Study,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rJmTTO4Xt3?bc=true&bcCurrent=CLAS492%20-%20Directed%20Study&bcGroup=Classical%20Studies%20(CLAS)&bcItemType=courses
COOP,Co-operative Work Term (COOP),COOP1,Co-operative Work Term,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1ljItVQY3?bc=true&bcCurrent=COOP1%20-%20Co-operative%20Work%20Term&bcGroup=Co-operative%20Work%20Term%20(COOP)&bcItemType=courses
COOP,Co-operative Work Term (COOP),COOP2,Co-operative Work Term,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rkzo8YNQFh?bc=true&bcCurrent=COOP2%20-%20Co-operative%20Work%20Term&bcGroup=Co-operative%20Work%20Term%20(COOP)&bcItemType=courses
COOP,Co-operative Work Term (COOP),COOP3,Co-operative Work Term,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HkzoUY4mKh?bc=true&bcCurrent=COOP3%20-%20Co-operative%20Work%20Term&bcGroup=Co-operative%20Work%20Term%20(COOP)&bcItemType=courses
COOP,Co-operative Work Term (COOP),COOP4,Co-operative Work Term,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SyxsIY4mt3?bc=true&bcCurrent=COOP4%20-%20Co-operative%20Work%20Term&bcGroup=Co-operative%20Work%20Term%20(COOP)&bcItemType=courses
COOP,Co-operative Work Term (COOP),COOP5,Co-operative Work Term,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/S1eoIK4mK2?bc=true&bcCurrent=COOP5%20-%20Co-operative%20Work%20Term&bcGroup=Co-operative%20Work%20Term%20(COOP)&bcItemType=courses
COOP,Co-operative Work Term (COOP),COOP6,Co-operative Work Term,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H14sIKVQYn?bc=true&bcCurrent=COOP6%20-%20Co-operative%20Work%20Term&bcGroup=Co-operative%20Work%20Term%20(COOP)&bcItemType=courses
COOP,Co-operative Work Term (COOP),COOP7,Co-operative Work Term,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/ryMoIYN7K2?bc=true&bcCurrent=COOP7%20-%20Co-operative%20Work%20Term&bcGroup=Co-operative%20Work%20Term%20(COOP)&bcItemType=courses
COOP,Co-operative Work Term (COOP),COOP8,Co-operative Work Term,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SkjUKNXKn?bc=true&bcCurrent=COOP8%20-%20Co-operative%20Work%20Term&bcGroup=Co-operative%20Work%20Term%20(COOP)&bcItemType=courses
COOP,Co-operative Work Term (COOP),COOP9,Co-operative Work Term,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/Bk7iUt4QFn?bc=true&bcCurrent=COOP9%20-%20Co-operative%20Work%20Term&bcGroup=Co-operative%20Work%20Term%20(COOP)&bcItemType=courses
COOP,Co-operative Work Term (COOP),COOP10,Co-operative Work Term,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/B1WsLtEmY2?bc=true&bcCurrent=COOP10%20-%20Co-operative%20Work%20Term&bcGroup=Co-operative%20Work%20Term%20(COOP)&bcItemType=courses
COOP,Co-operative Work Term (COOP),COOP11,Co-operative Work Term,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rkeADYNQF3?bc=true&bcCurrent=COOP11%20-%20Co-operative%20Work%20Term&bcGroup=Co-operative%20Work%20Term%20(COOP)&bcItemType=courses
COOP,Co-operative Work Term (COOP),COOP12,Co-operative Work Term,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HJlfOF4mYh?bc=true&bcCurrent=COOP12%20-%20Co-operative%20Work%20Term&bcGroup=Co-operative%20Work%20Term%20(COOP)&bcItemType=courses
COGSCI,Cognitive Science (COGSCI),COGSCI300,"Intelligence in Machines, Humans, and Other Animals",https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rye46EmKn?bc=true&bcCurrent=COGSCI300%20-%20Intelligence%20in%20Machines%2C%20Humans%2C%20and%20Other%20Animals&bcGroup=Cognitive%20Science%20(COGSCI)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO227,Introduction to Optimization (Non-Specialist Level),https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/ByP6OEQK2?bc=true&bcCurrent=CO227%20-%20Introduction%20to%20Optimization%20(Non-Specialist%20Level)&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO250,Introduction to Optimization,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SybD6uE7Fh?bc=true&bcCurrent=CO250%20-%20Introduction%20to%20Optimization&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO255,Introduction to Optimization (Advanced Level),https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/ryevp_NQY3?bc=true&bcCurrent=CO255%20-%20Introduction%20to%20Optimization%20(Advanced%20Level)&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO327,Deterministic OR Models (Non-Specialist Level),https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/B1Wv6_E7tn?bc=true&bcCurrent=CO327%20-%20Deterministic%20OR%20Models%20(Non-Specialist%20Level)&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO330,Combinatorial Enumeration,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BklPpdVQYn?bc=true&bcCurrent=CO330%20-%20Combinatorial%20Enumeration&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO331,Coding Theory,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SkNwaOEQK3?bc=true&bcCurrent=CO331%20-%20Coding%20Theory&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO342,Introduction to Graph Theory,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HkPa_EmKn?bc=true&bcCurrent=CO342%20-%20Introduction%20to%20Graph%20Theory&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO351,Network Flow Theory,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rkzPTOEXKn?bc=true&bcCurrent=CO351%20-%20Network%20Flow%20Theory&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO353,Computational Discrete Optimization,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BklqIKNmt3?bc=true&bcCurrent=CO353%20-%20Computational%20Discrete%20Optimization&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO367,Nonlinear Optimization,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BJbDp_EmF2?bc=true&bcCurrent=CO367%20-%20Nonlinear%20Optimization&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO370,Deterministic OR Models,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HJw6u47t2?bc=true&bcCurrent=CO370%20-%20Deterministic%20OR%20Models&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO372,Portfolio Optimization Models,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rkgkvKVXK3?bc=true&bcCurrent=CO372%20-%20Portfolio%20Optimization%20Models&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO380,Mathematical Discovery and Invention,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SklPa_47Kh?bc=true&bcCurrent=CO380%20-%20Mathematical%20Discovery%20and%20Invention&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO430,Algebraic Enumeration,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1eD6dEmFh?bc=true&bcCurrent=CO430%20-%20Algebraic%20Enumeration&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO431,Symmetric Functions,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/r1Mf7qE7Kn?bc=true&bcCurrent=CO431%20-%20Symmetric%20Functions&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO432,Information Theory and Applications,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HJND794QK2?bc=true&bcCurrent=CO432%20-%20Information%20Theory%20and%20Applications&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO434,Combinatorial Designs,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rJfDaOVQK3?bc=true&bcCurrent=CO434%20-%20Combinatorial%20Designs&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO439,Topics in Combinatorics,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rJlvT_E7t3?bc=true&bcCurrent=CO439%20-%20Topics%20in%20Combinatorics&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO440,Topics in Graph Theory,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BkbD6uNQFh?bc=true&bcCurrent=CO440%20-%20Topics%20in%20Graph%20Theory&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO442,Graph Theory,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SJxwp_47t3?bc=true&bcCurrent=CO442%20-%20Graph%20Theory&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO444,Algebraic Graph Theory,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/ByevTOV7t3?bc=true&bcCurrent=CO444%20-%20Algebraic%20Graph%20Theory&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO446,Matroid Theory,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/ByWEKYEXY3?bc=true&bcCurrent=CO446%20-%20Matroid%20Theory&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO450,Combinatorial Optimization,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HJeP6OVXKn?bc=true&bcCurrent=CO450%20-%20Combinatorial%20Optimization&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO452,Integer Programming,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1vp_4QK2?bc=true&bcCurrent=CO452%20-%20Integer%20Programming&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO454,Scheduling,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rJPTdVQKh?bc=true&bcCurrent=CO454%20-%20Scheduling&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO456,Introduction to Game Theory,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1WDpOE7t3?bc=true&bcCurrent=CO456%20-%20Introduction%20to%20Game%20Theory&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO459,Topics in Optimization,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/ByBFBtE7Kh?bc=true&bcCurrent=CO459%20-%20Topics%20in%20Optimization&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO463,Convex Optimization and Analysis,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SJeuBYNXYn?bc=true&bcCurrent=CO463%20-%20Convex%20Optimization%20and%20Analysis&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO466,Continuous Optimization,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BJMvauN7t2?bc=true&bcCurrent=CO466%20-%20Continuous%20Optimization&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO471,Semidefinite Optimization,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/ByF8YV7K3?bc=true&bcCurrent=CO471%20-%20Semidefinite%20Optimization&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO480,History of Mathematics,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HyWPTuVQF3?bc=true&bcCurrent=CO480%20-%20History%20of%20Mathematics&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO481,Introduction to Quantum Information Processing,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rJoA34QYh?bc=true&bcCurrent=CO481%20-%20Introduction%20to%20Quantum%20Information%20Processing&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO485,The Mathematics of Public-Key Cryptography,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1FrY47F3?bc=true&bcCurrent=CO485%20-%20The%20Mathematics%20of%20Public-Key%20Cryptography&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO486,Topics in Quantum Information,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1eDQqE7Kn?bc=true&bcCurrent=CO486%20-%20Topics%20in%20Quantum%20Information&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO487,Applied Cryptography,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HkgKBFEQF2?bc=true&bcCurrent=CO487%20-%20Applied%20Cryptography&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
CO,Combinatorics and Optimization (CO),CO499,Reading in Combinatorics and Optimization,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BkPTuEXt2?bc=true&bcCurrent=CO499%20-%20Reading%20in%20Combinatorics%20and%20Optimization&bcGroup=Combinatorics%20and%20Optimization%20(CO)&bcItemType=courses
COMM,Commerce (COMM),COMM101,Introduction to Financial Markets,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HylKYFN7t3?bc=true&bcCurrent=COMM101%20-%20Introduction%20to%20Financial%20Markets&bcGroup=Commerce%20(COMM)&bcItemType=courses
COMM,Commerce (COMM),COMM103,Principles of Economics,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/By6MpEXt2?bc=true&bcCurrent=COMM103%20-%20Principles%20of%20Economics&bcGroup=Commerce%20(COMM)&bcItemType=courses
COMM,Commerce (COMM),COMM321,Intermediate Accounting for Finance,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/Bk7LuFVXF3?bc=true&bcCurrent=COMM321%20-%20Intermediate%20Accounting%20for%20Finance&bcGroup=Commerce%20(COMM)&bcItemType=courses
COMM,Commerce (COMM),COMM400,"Entrepreneurship, Technology and the Emerging Information Economy",https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SyfoktNmFn?bc=true&bcCurrent=COMM400%20-%20Entrepreneurship%2C%20Technology%20and%20the%20Emerging%20Information%20Economy&bcGroup=Commerce%20(COMM)&bcItemType=courses
COMM,Commerce (COMM),COMM421,Financial Statement Analysis,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HJ7LOFVQtn?bc=true&bcCurrent=COMM421%20-%20Financial%20Statement%20Analysis&bcGroup=Commerce%20(COMM)&bcItemType=courses
COMM,Commerce (COMM),COMM431,Project Management,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/BJx5OY4QK3?bc=true&bcCurrent=COMM431%20-%20Project%20Management&bcGroup=Commerce%20(COMM)&bcItemType=courses
COMM,Commerce (COMM),COMM432,Electronic Business,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/SkM9Ot4QK2?bc=true&bcCurrent=COMM432%20-%20Electronic%20Business&bcGroup=Commerce%20(COMM)&bcItemType=courses
COMM,Commerce (COMM),COMM433,Income Tax for Finance Students,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/HJfaeqEXK3?bc=true&bcCurrent=COMM433%20-%20Income%20Tax%20for%20Finance%20Students&bcGroup=Commerce%20(COMM)&bcItemType=courses
COMMST,Communication Studies (COMMST),COMMST100,Interpersonal Communication,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/rkxlCu4QF2?bc=true&bcCurrent=COMMST100%20-%20Interpersonal%20Communication&bcGroup=Communication%20Studies%20(COMMST)&bcItemType=courses
COMMST,Communication Studies (COMMST),COMMST101,Theories of Communication,https://uwaterloo.ca/academic-calendar/undergraduate-studies/catalog#/courses/H1lLoK4XY3?bc=true&bcCurrent=COMMST101%20-%20Theories%20of%20Communication&bcGroup=Communication%20Studies%20(COMMST)&bcItemType=courses
